	gene_h	gene_t	onco	chem_emb
31171	KLHDC4	CA5A	1	"[-5.5513513e-01  1.3155243e+02  7.2972976e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.0441170e+00  8.3606305e+02
  2.6774383e-01  0.0000000e+00  0.0000000e+00  1.6789238e-01
  3.0406785e-01  5.2803975e-01  2.1422834e+01  5.1161431e-02
  9.4648647e+00  8.8479433e+00  0.0000000e+00  0.0000000e+00]"
31177	KLHL14	CCDC178	1	"[-3.7503952e-01  1.3092622e+02  1.4218009e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.1596928e+00  7.7032941e+02
  2.1103171e-01  0.0000000e+00  0.0000000e+00  1.4422727e-01
  3.1726813e-01  5.3850466e-01  3.3002529e+01  1.5650542e-02
  9.9067926e+00  1.1727058e+01  0.0000000e+00  0.0000000e+00]"
31183	KLHL18	TEX264	1	"[-5.3152174e-01  1.2862027e+02 -6.3405797e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.1040573e+00  8.6550818e+02
  2.7687418e-01  0.0000000e+00  0.0000000e+00  1.0499085e-01
  3.1604722e-01  5.7896191e-01  3.8720871e+01  3.0324511e-02
  8.3695650e+00  1.0430198e+01  0.0000000e+00  0.0000000e+00]"
31197	KLHL20	DARS2	1	"[-2.4093959e-01  1.3088634e+02 -1.1185682e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  1.0033186e+01  6.6997656e+02
  2.5840682e-01  0.0000000e+00  0.0000000e+00  9.2247494e-02
  2.8679702e-01  6.2095547e-01  3.5036499e+01  2.0534610e-02
  9.1789713e+00  6.8692427e+00  0.0000000e+00  0.0000000e+00]"
31200	KLHL22	KIAA1549L	1	"[-1.4331067e-01  1.3136461e+02 -1.5873017e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.3052330e+00  7.4731836e+02
  2.0202020e-01  0.0000000e+00  0.0000000e+00  4.7505159e-02
  3.0183983e-01  6.5065509e-01  3.5155823e+01  2.0788664e-02
  9.1678009e+00  7.3354154e+00  0.0000000e+00  0.0000000e+00]"
31207	KLHL5	TMEM156	1	"[-3.8562179e-01  1.3087772e+02 -6.4766838e-04  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.8467836e+00  8.2680255e+02
  2.3184134e-01  0.0000000e+00  0.0000000e+00  1.2619510e-01
  3.4128672e-01  5.3251821e-01  4.1482723e+01  1.2832560e-02
  9.9067354e+00  1.4686492e+01  0.0000000e+00  0.0000000e+00]"
31218	KLK13	TMPRSS9	0	"[-1.8781303e-01  1.2554055e+02  3.8397327e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.0283966e+00  9.6148529e+02
  1.7076398e-01  0.0000000e+00  0.0000000e+00  1.6608465e-01
  2.3854934e-01  5.9536606e-01  3.2706154e+01  1.7656026e-02
  1.0575960e+01  1.4977080e+01  0.0000000e+00  0.0000000e+00]"
31221	KLK2	ETV1	1	"[-5.1569092e-01  1.3224120e+02 -3.5128805e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.2964430e+00  9.1865283e+02
  2.1771063e-01  0.0000000e+00  0.0000000e+00  2.1136424e-01
  3.3229646e-01  4.5633921e-01  3.7066940e+01  1.6536042e-02
  7.0608897e+00  6.5033259e+00  0.0000000e+00  0.0000000e+00]"
31274	KLK4	ZNF827	1	"[-6.4532846e-01  1.2823643e+02  7.8630894e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.2429438e+00  6.3028864e+02
  2.4878071e-01  0.0000000e+00  0.0000000e+00  2.1550916e-01
  3.2171690e-01  4.6277389e-01  2.9708202e+01  9.7547323e-03
  1.0544866e+01  4.7167354e+00  0.0000000e+00  0.0000000e+00]"
31275	KLK8	NLRP4	1	"[ 6.7213088e-02  1.2465681e+02 -6.2841527e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  1.7420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.5470505e+00  5.2842334e+02
  2.1168858e-01  0.0000000e+00  0.0000000e+00  1.1217989e-01
  1.9552676e-01  6.9229335e-01  1.8821859e+01  5.9452359e-02
  1.0879782e+01  1.0227226e+01  0.0000000e+00  0.0000000e+00]"
31288	KMT2A	IGLJ3	1	"[-8.6621630e-01  1.2679628e+02  7.0945948e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  7.3908362e+00  6.7438477e+02
  2.6145563e-01  0.0000000e+00  0.0000000e+00  2.2307898e-01
  3.3215246e-01  4.4476855e-01  6.5325546e+01  1.0243563e-02
  6.0641890e+00  2.9704921e+00  0.0000000e+00  0.0000000e+00]"
31307	KMT2C	GALNTL5	1	"[-4.4680852e-02  1.1749219e+02  9.9290781e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  7.0567751e+00  1.1139218e+03
  1.5792806e-01  0.0000000e+00  0.0000000e+00  4.1356903e-02
  2.8291276e-01  6.7573029e-01  3.4500050e+01  3.9585534e-02
  5.5815601e+00  2.0022290e+00  0.0000000e+00  0.0000000e+00]"
31318	KMT2E	MAP2K3	1	"[-5.8644587e-01  1.3007257e+02 -1.8072288e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.3545284e+00  6.7876660e+02
  2.5646999e-01  0.0000000e+00  0.0000000e+00  7.5538993e-02
  3.7780502e-01  5.4665595e-01  4.1808086e+01  2.2644795e-02
  7.5180721e+00  7.4649291e+00  0.0000000e+00  0.0000000e+00]"
31324	KNDC1	CRIP1	1	"[-1.2793300e-01  1.2071674e+02  5.3072624e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.9710131e+00  1.0242144e+03
  1.9520117e-01  0.0000000e+00  0.0000000e+00  8.0732279e-02
  1.9393842e-01  7.2532928e-01  3.7985912e+01  3.2302361e-02
  5.7821231e+00  2.7219257e+00  0.0000000e+00  0.0000000e+00]"
31334	KNTC1	CCDC53	1	"[-1.5787321e-01  1.2959406e+02 -4.1922290e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.6859264e+00  6.3240125e+02
  2.3133318e-01  0.0000000e+00  0.0000000e+00  1.7124164e-01
  1.7871980e-01  6.5003860e-01  2.8210392e+01  2.0671543e-02
  1.0108384e+01  8.7402782e+00  0.0000000e+00  0.0000000e+00]"
31350	KPNA6	RHCE	1	"[-3.05263162e-01  1.32249115e+02  1.14035085e-01  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  9.75015068e+00  6.62340759e+02
  1.96585208e-01  0.00000000e+00  0.00000000e+00  2.82379636e-03
  3.80272344e-02  9.59149003e-01  1.99602146e+01  1.52354568e-01
  8.68421078e+00  3.21992493e+00  0.00000000e+00  0.00000000e+00]"
31351	KPNB1	SLC25A3	1	"[-1.5379612e-01  1.2960150e+02  2.4945769e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.1707954e+00  8.0067426e+02
  2.1405026e-01  0.0000000e+00  0.0000000e+00  8.5946895e-02
  1.3930455e-01  7.7474862e-01  3.2798748e+01  2.3108305e-02
  1.0652928e+01  7.3097143e+00  0.0000000e+00  0.0000000e+00]"
31369	KRAS	IFLTD1	1	"[-9.1976750e-01  1.3380580e+02  2.1511628e-01  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.2707806e+00  1.1417133e+03
  2.0318058e-01  0.0000000e+00  0.0000000e+00  1.0684123e-02
  1.3029242e-02  9.7628659e-01  3.4441372e+01  9.3564086e-02
  8.0465117e+00  2.6566348e+00  0.0000000e+00  0.0000000e+00]"
31386	KRI1	CCDC151	1	"[-1.2641593e+00  1.3551180e+02 -3.8348082e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.0407372e+00  6.6153510e+02
  4.1507083e-01  0.0000000e+00  0.0000000e+00  7.0752449e-02
  2.0557511e-01  7.2367245e-01  5.5144974e+01  1.2312806e-02
  8.3480825e+00  3.4296196e+00  0.0000000e+00  0.0000000e+00]"
31398	KRR1	KCNC2	1	"[-1.5759854e-02  1.3040581e+02  2.2514071e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.4547138e+00  7.4004108e+02
  2.1659742e-01  0.0000000e+00  0.0000000e+00  2.0197119e-01
  2.5623521e-01  5.4179358e-01  4.2567085e+01  1.6329389e-02
  8.7035646e+00  7.9608331e+00  0.0000000e+00  0.0000000e+00]"
31414	KRT17	HAP1	1	"[-6.5130025e-01  1.3133131e+02 -8.2151301e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.3690577e+00  7.3666852e+02
  2.9827276e-01  0.0000000e+00  0.0000000e+00  7.7555373e-02
  9.0575062e-02  8.3186960e-01  7.4270416e+01  9.0063652e-03
  7.6193852e+00  3.3768544e+00  0.0000000e+00  0.0000000e+00]"
31423	KRT75	VIM	1	"[-5.7758319e-01  1.2894466e+02  4.3782839e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.2724438e+00  7.4291656e+02
  2.6708606e-01  0.0000000e+00  0.0000000e+00  5.8208272e-02
  9.0994433e-02  8.5079730e-01  7.5766922e+01  1.3252934e-02
  7.5674257e+00  4.6599197e+00  0.0000000e+00  0.0000000e+00]"
31439	KSR2	P2RX4	1	"[-5.3921574e-01  1.3127818e+02  4.7794119e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.1878929e+00  6.9839069e+02
  2.4893861e-01  0.0000000e+00  0.0000000e+00  1.1751616e-01
  2.5694183e-01  6.2554199e-01  5.4786060e+01  1.8658688e-02
  7.6127453e+00  6.9897141e+00  0.0000000e+00  0.0000000e+00]"
31442	L2HGDH	MTX1	1	"[-1.9460155e-01  1.2872981e+02  2.1850899e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.2003574e+00  9.0794794e+02
  2.2696976e-01  0.0000000e+00  0.0000000e+00  5.5296179e-02
  1.0002089e-01  8.4468293e-01  3.6646164e+01  2.2567919e-02
  8.7789202e+00  7.0283175e+00  0.0000000e+00  0.0000000e+00]"
31449	LACTB	RAB8B	1	"[-5.1049387e-01  1.2755307e+02  2.7777778e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.9458952e+00  8.5179401e+02
  2.8869969e-01  0.0000000e+00  0.0000000e+00  7.3705852e-02
  4.0827206e-01  5.1802212e-01  3.6552670e+01  2.5415333e-02
  8.2345676e+00  6.6383061e+00  0.0000000e+00  0.0000000e+00]"
31462	LAMA3	ADHFE1	1	"[-3.2166666e-01  1.2741392e+02  2.2727272e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.4747190e+00  8.6913940e+02
  2.1054111e-01  0.0000000e+00  0.0000000e+00  8.4947698e-02
  2.2648032e-01  6.8857199e-01  3.9258240e+01  1.6014693e-02
  1.0569697e+01  1.1143846e+01  0.0000000e+00  0.0000000e+00]"
31495	LAMA5	IRF9	1	"[-3.60646009e-01  1.26611725e+02 -3.62557685e-03  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  8.14393139e+00  8.46932007e+02
  2.01339096e-01  0.00000000e+00  0.00000000e+00  7.13461265e-02
  2.67801255e-01  6.60852551e-01  4.95038643e+01  7.14338804e-03
  1.08365192e+01  1.06803808e+01  0.00000000e+00  0.00000000e+00]"
31510	LAMB1	PUS7	1	"[-1.3234423e-01  1.3077594e+02  2.9673590e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.8110046e+00  7.2436249e+02
  2.1725307e-01  0.0000000e+00  0.0000000e+00  4.9947914e-02
  4.1125572e-01  5.3879642e-01  2.9707720e+01  2.7128883e-02
  9.1424332e+00  1.2098700e+01  0.0000000e+00  0.0000000e+00]"
31512	LAMB3	NAMPT	1	"[-5.3085345e-01  1.2843378e+02  2.2428883e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.5145340e+00  8.4798230e+02
  2.2266178e-01  0.0000000e+00  0.0000000e+00  4.8507318e-02
  1.0843140e-01  8.4306127e-01  5.0686878e+01  1.1702235e-02
  1.0695843e+01  8.9851522e+00  0.0000000e+00  0.0000000e+00]"
31521	LAMP2	SLC25A43	1	"[-1.7930284e-01  1.2893658e+02  7.6252725e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.7044830e+00  7.5931842e+02
  1.7079325e-01  0.0000000e+00  0.0000000e+00  1.7332324e-01
  2.2706880e-01  5.9960794e-01  3.1570780e+01  2.0633090e-02
  9.4705887e+00  1.0786797e+01  0.0000000e+00  0.0000000e+00]"
31530	LANCL2	TFDP2	1	"[-3.5368857e-01  1.2873318e+02 -2.8688524e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.9771118e+00  7.4392719e+02
  2.3223482e-01  0.0000000e+00  0.0000000e+00  1.5241575e-01
  3.1649831e-01  5.3108591e-01  3.4337078e+01  1.9055698e-02
  9.2991800e+00  1.0924681e+01  0.0000000e+00  0.0000000e+00]"
31559	LAPTM5	RPTOR	1	"[-3.6607149e-01  1.2268347e+02  8.0357142e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  7.4722967e+00  8.8284845e+02
  1.5943305e-01  0.0000000e+00  0.0000000e+00  1.2248639e-02
  2.2504011e-01  7.6271129e-01  6.1940365e+01  2.3118623e-02
  5.1785712e+00  8.2895577e-01  0.0000000e+00  0.0000000e+00]"
31569	LARGE	IRF2BP2	1	"[-3.9104170e-01  1.3199040e+02  3.5416666e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.5915899e+00  8.2750391e+02
  2.3987038e-01  0.0000000e+00  0.0000000e+00  1.3665631e-01
  3.7072742e-01  4.9261624e-01  3.8683033e+01  1.9062500e-02
  9.1499996e+00  8.1194153e+00  0.0000000e+00  0.0000000e+00]"
31577	LARP1B	SLC25A31	1	"[-6.5654278e-01  1.3127753e+02  5.0888531e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.0929461e+00  8.9140771e+02
  2.7531880e-01  0.0000000e+00  0.0000000e+00  2.4832539e-01
  2.8871465e-01  4.6295995e-01  4.4290752e+01  1.2869264e-02
  7.9660745e+00  8.8871965e+00  0.0000000e+00  0.0000000e+00]"
31580	LARP1B	THAP9	0	"[-2.7503751e-02  1.3227426e+02  3.6621824e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.8010092e+00  6.8681604e+02
  1.9663587e-01  0.0000000e+00  0.0000000e+00  1.4390804e-01
  3.4349862e-01  5.1259333e-01  2.7900227e+01  1.5396784e-02
  1.0300448e+01  6.9051046e+00  0.0000000e+00  0.0000000e+00]"
31581	LARP4	HPD	1	"[-5.1987767e-01  1.3067552e+02 -3.5168197e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.1759529e+00  7.2139050e+02
  2.5719500e-01  0.0000000e+00  0.0000000e+00  1.3454325e-01
  2.2159371e-01  6.4386308e-01  3.1157530e+01  2.4717337e-02
  8.0825691e+00  7.1925478e+00  0.0000000e+00  0.0000000e+00]"
31585	LARP4B	ADARB2	1	"[-4.5933336e-01  1.2648865e+02 -5.5555557e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.4955587e+00  7.8903345e+02
  2.1656150e-01  0.0000000e+00  0.0000000e+00  1.9924508e-01
  3.1964293e-01  4.8111194e-01  4.4243828e+01  1.7600000e-02
  7.9200001e+00  7.7886858e+00  0.0000000e+00  0.0000000e+00]"
31608	LASP1	MSL1	1	"[-9.4378108e-01  1.3772435e+02  8.2089551e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.4987736e+00  5.9124292e+02
  3.1947762e-01  0.0000000e+00  0.0000000e+00  2.2375325e-02
  6.1828982e-02  9.1579568e-01  5.8658726e+01  4.0815823e-02
  8.2039804e+00  5.8731842e+00  0.0000000e+00  0.0000000e+00]"
31616	LBH	FLT4	1	"[-3.4265134e-01  1.3021642e+02 -5.4034581e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.0894127e+00  8.2478510e+02
  2.4131902e-01  0.0000000e+00  0.0000000e+00  5.3425703e-02
  6.3082680e-02  8.8349158e-01  7.6707779e+01  6.9149733e-03
  9.5979824e+00  9.5657349e+00  0.0000000e+00  0.0000000e+00]"
31637	LCOR	PDLIM1	1	"[-5.8696747e-01  1.2892331e+02  6.2656640e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.8527946e+00  6.4914142e+02
  2.6189533e-01  0.0000000e+00  0.0000000e+00  1.0347749e-01
  3.0893075e-01  5.8759177e-01  4.2317379e+01  1.8347874e-02
  7.3208022e+00  5.9370284e+00  0.0000000e+00  0.0000000e+00]"
31670	LDLR	C19orf38	1	"[-6.6310167e-01  1.2201550e+02  8.0213904e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  6.1376095e+00  9.5110474e+02
  1.7095049e-01  0.0000000e+00  0.0000000e+00  5.0409818e-03
  9.3372539e-02  9.0158647e-01  6.2130699e+01  3.3258028e-02
  6.2192512e+00  2.3979070e+00  0.0000000e+00  0.0000000e+00]"
31726	LDLRAD3	PAMR1	1	"[-2.06926435e-01  1.28646744e+02  4.43722941e-02  2.00000000e+00
  7.00000000e+01  4.50000000e+00  2.04199997e+02  1.00000000e+00
  2.00000000e+00  7.00000000e+01  9.13279343e+00  8.25769287e+02
  2.13319674e-01  0.00000000e+00  0.00000000e+00  4.99705635e-02
  1.24187544e-01  8.25841904e-01  3.68329124e+01  2.24695932e-02
  1.03809528e+01  1.06701784e+01  0.00000000e+00  0.00000000e+00]"
31738	LDLRAD4	CD226	1	"[-1.5000004e-01  1.2497048e+02  5.9999999e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  7.8417082e+00  9.3330780e+02
  1.6723618e-01  0.0000000e+00  0.0000000e+00  1.8501954e-01
  3.3291063e-01  4.8206985e-01  1.8914787e+01  4.5249999e-02
  9.0500002e+00  6.9623117e+00  0.0000000e+00  0.0000000e+00]"
31740	LEF1	PAPSS1	1	"[-5.2110344e-01  1.2901364e+02  2.3448275e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.5101757e+00  8.9476813e+02
  2.5014004e-01  0.0000000e+00  0.0000000e+00  1.9011143e-01
  2.9570407e-01  5.1418442e-01  5.2788330e+01  1.1161950e-02
  8.0924139e+00  1.1177912e+01  0.0000000e+00  0.0000000e+00]"
31750	LEMD3	MSRB3	1	"[-6.4216524e-01  1.2463317e+02 -3.5612537e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  7.6282053e+00  8.5834686e+02
  2.4428116e-01  0.0000000e+00  0.0000000e+00  2.6511681e-01
  3.3404002e-01  4.0084317e-01  5.7748051e+01  9.9106338e-03
  6.9572649e+00  8.4090128e+00  0.0000000e+00  0.0000000e+00]"
31755	LEPR	MEF2D	1	"[-2.9625002e-01  1.2996069e+02 -1.3888889e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.6039219e+00  6.8598956e+02
  1.7245983e-01  0.0000000e+00  0.0000000e+00  1.7106891e-01
  2.1428156e-01  6.1464959e-01  5.0272606e+01  1.2253086e-02
  8.8222218e+00  1.0930799e+01  0.0000000e+00  0.0000000e+00]"
31761	LEPROT	SGIP1	1	"[-3.4447756e-01  1.2653462e+02  3.2835823e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.4339142e+00  8.5529840e+02
  1.9053535e-01  0.0000000e+00  0.0000000e+00  1.5737729e-01
  2.9185203e-01  5.5077070e-01  2.5898880e+01  2.9824015e-02
  9.9910450e+00  9.4220753e+00  0.0000000e+00  0.0000000e+00]"
31794	LETMD1	HTRA4	1	"[4.9999982e-02 1.2574126e+02 1.9841271e-02 2.0000000e+00 7.0000000e+01
 4.5000000e+00 2.0420000e+02 1.0000000e+00 2.0000000e+00 7.0000000e+01
 9.1903601e+00 8.2464532e+02 2.0560317e-01 0.0000000e+00 0.0000000e+00
 9.4105966e-02 2.1592164e-01 6.8997234e-01 1.9533756e+01 7.8987151e-02
 9.9523811e+00 1.1293715e+01 0.0000000e+00 0.0000000e+00]"
31836	LHPP	FANK1	1	"[-1.3153850e-01  1.2654459e+02  2.6923077e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.6467876e+00  8.4596033e+02
  2.4108493e-01  0.0000000e+00  0.0000000e+00  1.0094198e-01
  1.9166519e-01  7.0739281e-01  3.1250473e+01  2.0769231e-02
  1.0800000e+01  8.9811172e+00  0.0000000e+00  0.0000000e+00]"
31841	LIG3	ZFAT	1	"[-4.7435066e-01  1.3062076e+02  2.1915585e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.5266256e+00  6.7984131e+02
  2.7390918e-01  0.0000000e+00  0.0000000e+00  2.0675068e-01
  2.3471472e-01  5.5853456e-01  3.6753342e+01  1.4457540e-02
  8.9058437e+00  8.7618523e+00  0.0000000e+00  0.0000000e+00]"
31844	LIMCH1	DGKH	0	"[-3.8917860e-01  1.2781810e+02 -2.0860495e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.4224548e+00  6.6196661e+02
  2.6000813e-01  0.0000000e+00  0.0000000e+00  1.5585853e-01
  3.5848814e-01  4.8565331e-01  3.7466263e+01  1.1802022e-02
  9.0521517e+00  8.9372244e+00  0.0000000e+00  0.0000000e+00]"
31854	LIMK1	GNAT3	1	"[-3.1944761e-01  1.3007489e+02  9.2059840e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  9.2312689e+00  7.4716980e+02
  2.3724234e-01  0.0000000e+00  0.0000000e+00  1.9166102e-01
  2.7617565e-01  5.3216332e-01  3.7015503e+01  1.1220124e-02
  9.7502880e+00  8.3788166e+00  0.0000000e+00  0.0000000e+00]"
31895	LIPH	VPS8	1	"[-2.0000000e-01  1.2740141e+02 -3.5971224e-03  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.4762316e+00  1.0246040e+03
  2.1194349e-01  0.0000000e+00  0.0000000e+00  1.8078038e-01
  3.7509331e-01  4.4412631e-01  1.5179533e+01  6.8164177e-02
  9.4748201e+00  7.9758105e+00  0.0000000e+00  0.0000000e+00]"
31914	LMAN1	TXNL1	1	"[-4.7958586e-01  1.2515441e+02  6.6568047e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.0116587e+00  1.0772585e+03
  2.0549619e-01  0.0000000e+00  0.0000000e+00  1.4490555e-01
  1.9965778e-01  6.5543664e-01  3.7455963e+01  2.3423549e-02
  7.9171596e+00  1.0782434e+01  0.0000000e+00  0.0000000e+00]"
31980	LMCD1	ZNF589	1	"[-6.4152747e-01  1.2931096e+02  6.6825777e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.7902803e+00  8.4380164e+02
  2.4432746e-01  0.0000000e+00  0.0000000e+00  1.8564487e-01
  3.8949439e-01  4.2486078e-01  3.9659580e+01  1.7936785e-02
  7.5155129e+00  6.7623186e+00  0.0000000e+00  0.0000000e+00]"
32049	LONP1	FUT6	1	"[-4.2534822e-01  1.3456766e+02  3.3426184e-02  2.0000000e+00
  7.0000000e+01  4.5000000e+00  2.0420000e+02  1.0000000e+00
  2.0000000e+00  7.0000000e+01  8.2525682e+00  9.6090125e+02
  2.0418683e-01  0.0000000e+00  0.0000000e+00  5.4183565e-02
  3.9288107e-01  5.5293536e-01  2.9537958e+01  2.5923138e-02
  9.3064070e+00  9.2745676e+00  0.0000000e+00  0.0000000e+00]"
32069	LPAR1	TMOD1	1	"[2.8999999e-01 1.3113321e+02 5.0000001e-02 2.0000000e+00 7.0000000e+01
 4.5000000e+00 2.0420000e+02 1.0000000e+00 2.0000000e+00 7.0000000e+01
 9.4066629e+00 8.0819733e+02 1.3907766e-01 0.0000000e+00 0.0000000e+00
 7.2032347e-02 1.5661436e-01 7.7135330e-01 3.6661106e+01 2.9906347e-02
 9.2709675e+00 8.1399307e+00 0.0000000e+00 0.0000000e+00]"
